c19bb988-3bec-4ceb-b26a-ac0d2c32999d::span:4278:4291~~c19bb988-3bec-4ceb-b26a-ac0d2c32999d::span:4360:4372	2	there is a person between person1 and person2
445ee1bb-f00d-4fb6-a917-ad4609c37918::span:1714:1728~~445ee1bb-f00d-4fb6-a917-ad4609c37918::span:1756:1767	2	the last word of person1 is not the same as the last word of person2.
c2d70dbd-3aaf-4091-ba53-d04abf545c6e::span:3081:3088~~c2d70dbd-3aaf-4091-ba53-d04abf545c6e::span:3153:3164	1	The words "husband" occurs before person2 and the word "with" occurs between person1 and person2.
3dc9c69c-3e30-4711-ac8b-7bc2c8d928bf::span:37:42~~3dc9c69c-3e30-4711-ac8b-7bc2c8d928bf::span:246:256	2	person1 is not a person.
75e1d890-c481-40fb-8d12-34fe6bcbd56d::span:4417:4422~~75e1d890-c481-40fb-8d12-34fe6bcbd56d::span:4446:4457	2	"said" occurs between person1 and person2 and "investigation" occurs after person2
99b24785-73cd-41e8-a941-2aeb676475e4::span:971:977~~99b24785-73cd-41e8-a941-2aeb676475e4::span:1120:1133	1	because the words "her wedding dress" are right of person1
6c242461-04a2-4d76-89b7-ecf20995032f::span:4122:4131~~6c242461-04a2-4d76-89b7-ecf20995032f::span:4143:4157	2	The words "husband", "wife", "spouse", or "married" do not occur in the sentence.
cac44ffd-5f6d-42b7-95e8-2c5f9bd76e9a::span:1291:1297~~cac44ffd-5f6d-42b7-95e8-2c5f9bd76e9a::span:1342:1354	1	"married to" comes less than 5 words after person1, and "married to" comes less than 3 words before person2.
e9f73bb0-d758-40a7-bf59-d42521a88294::span:1917:1921~~e9f73bb0-d758-40a7-bf59-d42521a88294::span:1954:1960	2	"his dad" occurs between person1 and person2
6c242461-04a2-4d76-89b7-ecf20995032f::span:3757:3766~~6c242461-04a2-4d76-89b7-ecf20995032f::span:3782:3786	2	person2 is a location.
b356a364-d71c-435d-bcb4-359e82f9a60a::span:2260:2265~~b356a364-d71c-435d-bcb4-359e82f9a60a::span:2324:2330	2	none of the words 'spouse' or 'husband' or 'wife' is in the sentence
a24c965c-06d1-4a9e-abf1-aba00eaddb8d::span:2546:2549~~a24c965c-06d1-4a9e-abf1-aba00eaddb8d::span:2582:2584	1	and' occurs between person1 and person2 and 'marriage' occurs one word after person1
4a674140-a810-49cb-acdc-b4516456bab1::span:18:30~~4a674140-a810-49cb-acdc-b4516456bab1::span:100:112	2	person1 and person2 are spelled the same
48355563-37ab-4fb8-9525-4762d6be7fc8::span:3854:3856~~48355563-37ab-4fb8-9525-4762d6be7fc8::span:3862:3865	1	"and" occurs directly between person1 and person2 and the phrase "they married" occurs after person2
7714d24f-57da-441c-be6b-c29058194e6a::span:425:436~~7714d24f-57da-441c-be6b-c29058194e6a::span:450:462	1	because 'husband' or 'wife' or 'spouse' is in the sentence and there are only two people in the sentence
b356a364-d71c-435d-bcb4-359e82f9a60a::span:0:13~~b356a364-d71c-435d-bcb4-359e82f9a60a::span:113:116	2	a number is 1 word after person2
8cf2a99f-ae08-4f65-b204-801de88cf1ec::span:359:367~~8cf2a99f-ae08-4f65-b204-801de88cf1ec::span:387:398	1	"wife" occurs between person1 and person2
df8eb686-7023-4020-ad9b-e05194728ac9::span:0:13~~df8eb686-7023-4020-ad9b-e05194728ac9::span:176:198	2	there's an extra word highlighted.
eb34ebe3-ad33-40b5-825e-28cc8de86af6::span:275:281~~eb34ebe3-ad33-40b5-825e-28cc8de86af6::span:313:325	1	"married" and "partner" are between person1 and person2
d925621f-5004-4a55-8122-f5da4865a483::span:7652:7664~~d925621f-5004-4a55-8122-f5da4865a483::span:7793:7810	2	The words "youngest of" occur before person2 and the word "children" occurs after person2. 
d38fa137-ac2d-4e43-b216-18dacf22426d::span:3814:3823~~d38fa137-ac2d-4e43-b216-18dacf22426d::span:3957:3970	2	The word "rape" appears before person1 and the word "trying" appears between person1 and person2
97a66231-bc44-443e-be35-485d82528d2f::span:17:27~~97a66231-bc44-443e-be35-485d82528d2f::span:408:417	2	person1 plays person2 in a movie -- there is no couple relationship implied in the sentence
0466d5cb-256b-41a0-9cd2-cc41d8916ede::span:6979:6984~~0466d5cb-256b-41a0-9cd2-cc41d8916ede::span:7242:7248	2	person1 is more than 20 words away from person2
95427cd5-be1a-44f7-aace-ef28d7e9a99e::span:5085:5090~~95427cd5-be1a-44f7-aace-ef28d7e9a99e::span:5096:5107	1	"engagement" occurs after person1 and person2 
ef25a434-f534-4957-87bd-2807d46a70a3::span:1007:1012~~ef25a434-f534-4957-87bd-2807d46a70a3::span:1015:1024	2	there are no marriage words in the sentence and person1 and person2 are part of a list of names
c4631b6d-747f-470d-a8ce-74b5b379cb86::span:1476:1484~~c4631b6d-747f-470d-a8ce-74b5b379cb86::span:1562:1568	1	the word "hubby" is directly before person2
a14862d8-4471-4343-aca8-ccd0e7be74bc::span:515:528~~a14862d8-4471-4343-aca8-ccd0e7be74bc::span:547:559	1	the phrase "his former wife" occurs directly between person1 and person2
a561ad6f-db02-4117-8ecb-7ddd38a48525::span:10:28~~a561ad6f-db02-4117-8ecb-7ddd38a48525::span:84:94	1	The words 'baby' and 'with' are between person1 and person2
0669ca8c-fa26-4312-8a88-2c98bfd380dd::span:1494:1505~~0669ca8c-fa26-4312-8a88-2c98bfd380dd::span:1593:1608	1	"wife" occurs immediately before person2
75a529c4-b30b-4c2f-a7e6-649d7251333c::span:542:556~~75a529c4-b30b-4c2f-a7e6-649d7251333c::span:674:685	1	the words 'my husband' are right before person2
416228c4-81cb-4e38-8c4c-5ca61e385055::span:2721:2734~~416228c4-81cb-4e38-8c4c-5ca61e385055::span:2876:2886	2	"executive director" is between person1 and person2
7aee1545-c945-4e15-ba74-01f063598009::span:553:558~~7aee1545-c945-4e15-ba74-01f063598009::span:575:578	2	There are no words relating to marriage in the sentence
451184bd-fdc7-4152-9aef-dbc23a71cde2::span:2499:2515~~451184bd-fdc7-4152-9aef-dbc23a71cde2::span:2564:2570	2	"as his" is in between person1 and person2
14112548-367a-4de1-85a7-11cd145b18e0::span:0:12~~14112548-367a-4de1-85a7-11cd145b18e0::span:55:68	1	person2 is referred to as person1's "wife" and "half-Nigerian wife"
355137fd-21b3-426e-a87e-1c81b0f5326b::span:136:145~~355137fd-21b3-426e-a87e-1c81b0f5326b::span:151:166	2	person1 and person2 only "almost appeared" to look like an "old married couple"
7714d24f-57da-441c-be6b-c29058194e6a::span:0:11~~7714d24f-57da-441c-be6b-c29058194e6a::span:55:67	1	the phrase "child with" is between person1 and person2
445ee1bb-f00d-4fb6-a917-ad4609c37918::span:1714:1728~~445ee1bb-f00d-4fb6-a917-ad4609c37918::span:1756:1767	2	"books" occur before person1 and person2
09cd2a7e-7963-45ea-8bf7-e58de8bbb363::span:6640:6649~~09cd2a7e-7963-45ea-8bf7-e58de8bbb363::span:6658:6662	2	"sister" comes immediately after person1, and "sister" comes immediately before person2.
b356a364-d71c-435d-bcb4-359e82f9a60a::span:1693:1698~~b356a364-d71c-435d-bcb4-359e82f9a60a::span:2054:2060	2	because person1 and person2 are more than 30 words apart
b9d99514-0043-4b56-a952-28f977550fcc::span:1032:1050~~b9d99514-0043-4b56-a952-28f977550fcc::span:1064:1080	1	"and married" is between person1 and person2
8e9b84e5-6b99-46a1-9969-c941e91ee42d::span:1980:1984~~8e9b84e5-6b99-46a1-9969-c941e91ee42d::span:2282:2287	2	because 'son' is within three words of person1 or person2
3ac43fd7-5125-48c3-b944-80741004e326::span:731:734~~3ac43fd7-5125-48c3-b944-80741004e326::span:753:768	2	parentheses occur before and after person2
75a529c4-b30b-4c2f-a7e6-649d7251333c::span:2429:2435~~75a529c4-b30b-4c2f-a7e6-649d7251333c::span:2485:2495	1	at least two of 'husband', 'wife', and 'ex' are between person1 and person2
0911842a-7202-450d-b54d-21c283f8d3df::span:0:14~~0911842a-7202-450d-b54d-21c283f8d3df::span:131:142	1	"her husband" is before person2
aff3e013-b6b4-42fb-8e1b-087b37937042::span:192:205~~aff3e013-b6b4-42fb-8e1b-087b37937042::span:247:250	1	because person2 is 'pregnant'
e9f73bb0-d758-40a7-bf59-d42521a88294::span:2297:2302~~e9f73bb0-d758-40a7-bf59-d42521a88294::span:2317:2319	1	the last 3 characters of person2 is the same as the last 3 characters of the person before person1
2a339c82-5086-40e8-91ba-e705418acc0d::span:2635:2636~~2a339c82-5086-40e8-91ba-e705418acc0d::span:2668:2683	2	person2 occurs in a phrase surrounded by quotes
de7b0df3-ed3a-4f5d-a53a-cd24d91240db::span:2600:2605~~de7b0df3-ed3a-4f5d-a53a-cd24d91240db::span:2608:2611	1	"husband" occurs right before person1
b356a364-d71c-435d-bcb4-359e82f9a60a::span:1693:1698~~b356a364-d71c-435d-bcb4-359e82f9a60a::span:1926:1931	2	since person1 and person2 are the same person
2b4e8570-08a6-445e-9ca4-d84d4eed102c::span:2035:2039~~2b4e8570-08a6-445e-9ca4-d84d4eed102c::span:2087:2089	1	"wife" is immediately before person2
a8488aab-31dc-49d7-83f0-8921c4bda307::span:1084:1092~~a8488aab-31dc-49d7-83f0-8921c4bda307::span:1175:1188	1	"and" is between person1 and person2, and "their son" comes less than 10 words after person1 and person2.
b876307d-bb9c-4218-957c-49331814d906::span:4803:4815~~b876307d-bb9c-4218-957c-49331814d906::span:4938:4951	2	there are at least two people between person1 and person2
14112548-367a-4de1-85a7-11cd145b18e0::span:903:915~~14112548-367a-4de1-85a7-11cd145b18e0::span:1046:1059	1	The words "his marriage" and "wife" occur between person1 and person2.
50a06870-afda-45aa-8373-72657369c860::span:3194:3199~~50a06870-afda-45aa-8373-72657369c860::span:3457:3461	2	"her eldest child" comes after person1 in the sentence, and "her eldest child" comes immediately before person2.
bf3a5294-6ccf-4649-a3f3-b9a6cd0aa5f1::span:1943:1945~~bf3a5294-6ccf-4649-a3f3-b9a6cd0aa5f1::span:2036:2045	2	person2 is preceded by "beau" which indicates a relationship instead of marriage
258873e6-1f83-4f6c-9ddd-7e23b4332e41::span:950:954~~258873e6-1f83-4f6c-9ddd-7e23b4332e41::span:982:994	1	"previously married" occurs between person1 and person2
e4ecae10-8368-4a2e-80fa-8a7dc1042e60::span:4786:4790~~e4ecae10-8368-4a2e-80fa-8a7dc1042e60::span:4796:4809	1	person1 and person2 share a "13-year-old daughter"
f40939d2-dab0-4921-bd60-56ad4e99b94a::span:3462:3469~~f40939d2-dab0-4921-bd60-56ad4e99b94a::span:3540:3546	1	"ex-husband" occurs right before person2
c6a853a3-960e-4857-b048-abb692d1b2cc::span:1042:1056~~c6a853a3-960e-4857-b048-abb692d1b2cc::span:1469:1481	1	person2 is described as person1's "second wife", and person1 and person2 are described as "a couple"
8ae3f7bc-de68-4e80-9057-86e1d533dcb8::span:42:53~~8ae3f7bc-de68-4e80-9057-86e1d533dcb8::span:72:91	2	'her daughter' is between person1 and person2
822d4f7f-e420-4987-9fab-92b0686d65d6::span:2375:2389~~822d4f7f-e420-4987-9fab-92b0686d65d6::span:2403:2415	2	The word "Editing" appears between person1 and person2
d83554df-ec54-4ffc-a56d-f7145374dcdd::span:3080:3095~~d83554df-ec54-4ffc-a56d-f7145374dcdd::span:3145:3150	2	The word "apartment" appears immediately after person2
f40939d2-dab0-4921-bd60-56ad4e99b94a::span:3462:3469~~f40939d2-dab0-4921-bd60-56ad4e99b94a::span:3540:3546	1	"ex-husband" comes after person1, and within 1 word of person2.
9aee8633-0b59-4446-81d9-a7d281be8e09::span:2880:2888~~9aee8633-0b59-4446-81d9-a7d281be8e09::span:2950:2957	1	because of the words "she married" between person1 and person2.
68b48852-920b-4a94-ac1f-217f653780a9::span:4162:4165~~68b48852-920b-4a94-ac1f-217f653780a9::span:4218:4228	1	the word "husband" or "wife" between person1 and person2 and "years" is right before person2
8ba66cef-e24b-4cbc-ab4d-174dfd934b14::span:318:328~~8ba66cef-e24b-4cbc-ab4d-174dfd934b14::span:371:387	2	person2 is not a person
07d7a528-1959-4bc8-8bb2-d2cbf2e1579f::span:1122:1133~~07d7a528-1959-4bc8-8bb2-d2cbf2e1579f::span:1208:1228	1	the word "spouse" is used to describe the relationship between person1 and person2
72c336af-f0c4-477a-8014-0bf97b6e979e::span:1522:1528~~72c336af-f0c4-477a-8014-0bf97b6e979e::span:1570:1573	1	The words "his widow" occur between person1 and person2.
c03ca255-1e1c-4031-93c0-623d91188e97::span:2237:2244~~c03ca255-1e1c-4031-93c0-623d91188e97::span:2420:2426	2	the word "Congress" appears four words before person2
1a96a3ef-2840-428c-ba9a-bd13c72c480c::span:931:938~~1a96a3ef-2840-428c-ba9a-bd13c72c480c::span:940:945	2	person1 and person2 are within two words of each other and '-' is between them
a24c965c-06d1-4a9e-abf1-aba00eaddb8d::span:1545:1547~~a24c965c-06d1-4a9e-abf1-aba00eaddb8d::span:1588:1610	2	extra word is highlighted for person2.
e2657a53-566f-49d8-a6cf-8d676fd9c429::span:833:846~~e2657a53-566f-49d8-a6cf-8d676fd9c429::span:852:866	1	The word "and" occurs between person1 and person2, and the words "married couple" occur after person1 and person2.
3494f8e0-ecd4-4f10-86db-95b920744162::span:18:33~~3494f8e0-ecd4-4f10-86db-95b920744162::span:120:125	1	"his wife" occurs between person1 and person2
258873e6-1f83-4f6c-9ddd-7e23b4332e41::span:319:324~~258873e6-1f83-4f6c-9ddd-7e23b4332e41::span:373:384	1	"tied the knot" is between person1 and person2
63d7922b-ba07-47d2-88c1-06431c7302a9::span:3765:3769~~63d7922b-ba07-47d2-88c1-06431c7302a9::span:3786:3799	2	"(" is between person1 and person2
6950ef8c-1a33-4bf7-88e6-a50313285312::span:42:51~~6950ef8c-1a33-4bf7-88e6-a50313285312::span:65:79	1	because 'husband' or 'wife' is between person1 and person2 and they are less than 5 words apart
0ff22f4f-2a3a-4b2a-a642-ec8f5a851964::span:645:651~~0ff22f4f-2a3a-4b2a-a642-ec8f5a851964::span:802:807	2	Because person2 is in all caps
affed66e-3a08-40d0-b11f-51b5727dccc4::span:224:226~~affed66e-3a08-40d0-b11f-51b5727dccc4::span:340:343	1	"wife" precedes person1
db66aafc-db5d-4c85-8835-56cea44c496c::span:5387:5398~~db66aafc-db5d-4c85-8835-56cea44c496c::span:5652:5660	2	"head" occurs after person1 and "speech" occurs after person2
c24931e6-be98-4056-ae2d-ab91fe5a2514::span:2453:2461~~c24931e6-be98-4056-ae2d-ab91fe5a2514::span:2508:2518	1	person1 is said to be "married" to person2 "from 1983 to 1988" 
bd43aacf-2b13-40fa-bd9d-e08a3f26d89d::span:972:985~~bd43aacf-2b13-40fa-bd9d-e08a3f26d89d::span:994:1005	1	"fiance" occurs between person1 and person2
1bb7c175-2fa2-4503-bfcb-4e6ca19b6de8::span:4727:4730~~1bb7c175-2fa2-4503-bfcb-4e6ca19b6de8::span:4795:4798	1	because 'with' and 'daughter' are less than 15 words after person2
e4ecae10-8368-4a2e-80fa-8a7dc1042e60::span:4563:4573~~e4ecae10-8368-4a2e-80fa-8a7dc1042e60::span:4579:4592	1	The word "and" occurs between person1 and person2 and the word "son" occurs within 6 characters after person2.
7ea145c4-25ab-4ff3-bdc6-d6afe2cffb99::span:2856:2865~~7ea145c4-25ab-4ff3-bdc6-d6afe2cffb99::span:2910:2923	2	there are at least four capitalized words between person1 and person2
e522e66f-ad1f-4b8b-a532-4f030a8e7a75::span:4361:4367~~e522e66f-ad1f-4b8b-a532-4f030a8e7a75::span:4380:4385	1	it says person1 'moved into' person2's home
b8202a40-f2cf-416b-bf45-f4992a7bd819::span:39:43~~b8202a40-f2cf-416b-bf45-f4992a7bd819::span:135:148	2	person1 and person2 are the same person.
1b0e4c01-d122-4951-ae6d-4f0c8fff9e77::span:413:423~~1b0e4c01-d122-4951-ae6d-4f0c8fff9e77::span:461:476	2	the phrase "baby girl named" occurs directly before person2
75e1d890-c481-40fb-8d12-34fe6bcbd56d::span:3762:3774~~75e1d890-c481-40fb-8d12-34fe6bcbd56d::span:3973:3978	2	"School District" occurs after person1
6d1ef90f-ba46-48f4-91d4-860ba96671f7::span:134:138~~6d1ef90f-ba46-48f4-91d4-860ba96671f7::span:144:163	1	The word "and" occurs between person1 and person2, and the word "son" occurs after person2.
8e22cef3-8de7-4a48-8d2f-30e123af3827::span:0:14~~8e22cef3-8de7-4a48-8d2f-30e123af3827::span:137:146	1	the relationship because person2 is referred to as person1's "wife", and because the sentence talks about person1's desire to "start a family" with person2
9aee8633-0b59-4446-81d9-a7d281be8e09::span:568:572~~9aee8633-0b59-4446-81d9-a7d281be8e09::span:653:669	2	'charged with' is in the sentence
940a06e6-b0e0-4e71-a44b-936700ccd6cc::span:67:86~~940a06e6-b0e0-4e71-a44b-936700ccd6cc::span:119:130	2	there is no context of relation between person1 and person2.
34a565c9-0805-43f7-a705-0fba80fb8778::span:4120:4135~~34a565c9-0805-43f7-a705-0fba80fb8778::span:4189:4193	1	the word "wife" is less than three words before person2
7fc3e510-c4e6-44c2-a24b-f9a39bfcfb07::span:6956:6966~~7fc3e510-c4e6-44c2-a24b-f9a39bfcfb07::span:7134:7135	2	person2 is an empty string.
4411a8cc-bd1f-4956-bad3-2929989b65b7::span:669:675~~4411a8cc-bd1f-4956-bad3-2929989b65b7::span:681:686	1	Because person1 and person2 are within three words of each other and 'marriage' and a date are in the sentence
d6500075-c7f8-40ed-968c-d08f3d66b112::span:1569:1573~~d6500075-c7f8-40ed-968c-d08f3d66b112::span:1720:1739	2	The word "Chief" appears before person2
9aee8633-0b59-4446-81d9-a7d281be8e09::span:3145:3156~~9aee8633-0b59-4446-81d9-a7d281be8e09::span:3254:3260	2	person1 and person2 start with 'Mr'
a933e597-8f1f-4ccd-abdc-fadf12afaa88::span:978:981~~a933e597-8f1f-4ccd-abdc-fadf12afaa88::span:1018:1029	2	because of the words "and her husband" after person2.
d925621f-5004-4a55-8122-f5da4865a483::span:7766:7771~~d925621f-5004-4a55-8122-f5da4865a483::span:7839:7843	2	"children" occurs between person1 and person2
9aee8633-0b59-4446-81d9-a7d281be8e09::span:2454:2465~~9aee8633-0b59-4446-81d9-a7d281be8e09::span:2604:2612	2	'Mr' is in person1 and 'Mr' is right before person2 
6c242461-04a2-4d76-89b7-ecf20995032f::span:572:593~~6c242461-04a2-4d76-89b7-ecf20995032f::span:751:761	2	The word "grandfather" appears one word to the left of person1
affed66e-3a08-40d0-b11f-51b5727dccc4::span:61:64~~affed66e-3a08-40d0-b11f-51b5727dccc4::span:112:121	1	person2 is the subject of the sentence and person1 is immediately preceded by "husband"
931042dc-36bd-4b59-8b1d-3b59796ceb59::span:3923:3930~~931042dc-36bd-4b59-8b1d-3b59796ceb59::span:4122:4126	2	"sisters" is between person1 and person2
4a674140-a810-49cb-acdc-b4516456bab1::span:1276:1281~~4a674140-a810-49cb-acdc-b4516456bab1::span:1306:1310	2	none of the words 'married' or 'marriage' or 'husband' or 'wife' or 'ex' or 'fiance' are in the sentence
3dc9c69c-3e30-4711-ac8b-7bc2c8d928bf::span:4242:4245~~3dc9c69c-3e30-4711-ac8b-7bc2c8d928bf::span:4273:4288	1	the words "and her husband" appear between person1 and person2. 
2d8e35e7-22b7-48d5-9c07-46dd09f04e44::span:5944:5946~~2d8e35e7-22b7-48d5-9c07-46dd09f04e44::span:5975:5984	1	"husband" is immediately to the right of person2
9bee5254-643c-47a8-8323-595e07f3e028::span:3507:3511~~9bee5254-643c-47a8-8323-595e07f3e028::span:3547:3556	1	The word "married" appears between person1 and person2
3fc791ee-95d1-441e-971a-17b56c272da6::span:0:10~~3fc791ee-95d1-441e-971a-17b56c272da6::span:36:48	1	"marriage" is between person1 and person2
a8488aab-31dc-49d7-83f0-8921c4bda307::span:315:323~~a8488aab-31dc-49d7-83f0-8921c4bda307::span:329:342	1	"husband" is in the sentence before person1
302c9acb-a874-421b-b926-7426d32e0ef2::span:3625:3637~~302c9acb-a874-421b-b926-7426d32e0ef2::span:3643:3657	1	because of the words "married couple" before person1 and the word "and" between person1 and person2.
d83554df-ec54-4ffc-a56d-f7145374dcdd::span:0:3~~d83554df-ec54-4ffc-a56d-f7145374dcdd::span:9:25	1	The word "and" appears between person1 and person2
b876307d-bb9c-4218-957c-49331814d906::span:205:214~~b876307d-bb9c-4218-957c-49331814d906::span:288:302	2	there is another person between person1 and person2
451184bd-fdc7-4152-9aef-dbc23a71cde2::span:3195:3198~~451184bd-fdc7-4152-9aef-dbc23a71cde2::span:3204:3212	2	"feelings" occurs immediately after person2
d49789c9-5090-449a-baa8-4b12ea78cdf2::span:997:1010~~d49789c9-5090-449a-baa8-4b12ea78cdf2::span:1146:1153	1	because 'says' or 'said' or 'saying' is before person2 and 'husband' or 'wife' is within five words of person2
cbe5ae49-4d25-4c12-8e47-c85fbf840d60::span:1148:1159~~cbe5ae49-4d25-4c12-8e47-c85fbf840d60::span:1362:1365	1	person2 is referred to as person1's "former husband"
7aee1545-c945-4e15-ba74-01f063598009::span:760:768~~7aee1545-c945-4e15-ba74-01f063598009::span:791:804	1	"her husband" follows person1 in the sentence, and "her husband" comes within 1 word of person2.
60244564-b6a9-4b2e-b35f-a01d07e8f75a::span:1387:1391~~60244564-b6a9-4b2e-b35f-a01d07e8f75a::span:1472:1479	2	person1 and person2 are the same.
258873e6-1f83-4f6c-9ddd-7e23b4332e41::span:0:4~~258873e6-1f83-4f6c-9ddd-7e23b4332e41::span:53:64	1	"tied the knot with" comes after person1 in the sentence, and "tied the knot with" is less than 3 words before person2.
6538125b-57a3-4029-b30f-cf9d48e65b2e::span:16886:16889~~6538125b-57a3-4029-b30f-cf9d48e65b2e::span:16972:16975	2	The words "married", "spouse", "husband", and "wife" do not occur in the sentence.
aa4747c2-f9d0-4514-8259-8ac97cfefa99::span:921:941~~aa4747c2-f9d0-4514-8259-8ac97cfefa99::span:1063:1074	2	person1 and person2 both went on tour in "Afghanistan", but no relationship of marriage is implied in the sentence
b876307d-bb9c-4218-957c-49331814d906::span:1264:1275~~b876307d-bb9c-4218-957c-49331814d906::span:1430:1437	2	the word 'tweet' or 'tweet' is between person1 and person2
c9062ccc-f63b-4bd1-95e2-3d3ccc6391eb::span:582:588~~c9062ccc-f63b-4bd1-95e2-3d3ccc6391eb::span:595:598	2	no words related to marriage appear in the sentence.
a587afeb-715c-44ee-bdef-75f61cb7c6e8::span:1108:1117~~a587afeb-715c-44ee-bdef-75f61cb7c6e8::span:1179:1193	1	"married to" is between person1 and person2
48eb9031-30b8-4689-987a-5ee3289448ee::span:286:291~~48eb9031-30b8-4689-987a-5ee3289448ee::span:310:318	1	"'s husband" is between person1 and person2
a587afeb-715c-44ee-bdef-75f61cb7c6e8::span:805:819~~a587afeb-715c-44ee-bdef-75f61cb7c6e8::span:867:881	2	person1 is the same as person2
c24931e6-be98-4056-ae2d-ab91fe5a2514::span:2054:2065~~c24931e6-be98-4056-ae2d-ab91fe5a2514::span:2087:2095	1	The words "pictured together" appear between person1 and person2
